GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CY8AA1990,CY8AA1990L,CY8AA1990U,CY8AA2000,CY8AA2000L,CY8AA2000U,CY8AA2010,CY8AB1990,CY8AB1990L,CY8AB1990U,CY8AB2000,CY8AB2000L,CY8AB2000U,CY8AB2010,CY8AC1990,CY8AC1990L,CY8AC1990U,CY8AC2000,CY8AC2000L,CY8AC2000U,CY8AC2010,CY8AD1990,CY8AD1990L,CY8AD1990U,CY8AD2000,CY8AD2000L,CY8AD2000U,CY8AD2010,CY8AE1990,CY8AE1990L,CY8AE1990U,CY8AE2000,CY8AE2000L,CY8AE2000U,CY8AE2010,CY8AF1990,CY8AF1990L,CY8AF1990U,CY8AF2000,CY8AF2000L,CY8AF2000U,CY8AF2010,CM7AA1990,CM7AA1990L,CM7AA1990U,CM7AA2000,CM7AA2000L,CM7AA2000U,CM7AA2010,CN1AA1990,CN1AA1990L,CN1AA1990U,CN1AA2000,CN1AA2000L,CN1AA2000U,CN1AA2010,CN1AB1990,CN1AB1990L,CN1AB1990U,CN1AB2000,CN1AB2000L,CN1AB2000U,CN1AB2010
G3400010011702,2010,New Jersey,34,Atlantic County,001,011702,3126.91,2969,4291,3461.04,3423,4318,3236,2041.29,1906,2654,1970.08,1950,2220,1740,817.82,799,1252,855.93,839,1323,699,13.42,10,16,13.03,13,19,34,166.23,166,237,273.21,273,305,293,6,6,6,4,4,4,0,82.16,82,126,215.52,215,282,347,NA,129.27,129,165,123,1922.14,1789,2493,1861.6,1842,2043,1488,792.79,774,1218,881.97,865,1348,681,10.42,7,13,10.01,10,11,11,170.22,170,238,282.21,282,314,299,1.02,1,4,9.03,9,13,10,230.32,228,325,416.23,415,589,747,1281.31,1213,1804,1406.71,1390,1734,1309,932.53,880,1030,994.13,985,1050,944,251.86,240,659,306.42,300,553,295
G3400010011802,2010,New Jersey,34,Atlantic County,001,011802,4817.33,4613,4842,7198.25,7032,7203,15765,4284.6,4103,4305,5961.61,5815,5966,11212,462.73,440,467,681.64,662,682,1269,11,11,11,7,7,7,38,55,55,55,303,303,303,2188,0,0,0,1,1,1,3,4,4,4,108,108,108,572,NA,136,136,136,483,4242.63,4065,4263,5839.61,5693,5844,10577,453.73,431,458,701.64,682,702,1300,10,10,10,6,6,6,22,54,54,54,309,309,309,2184,1,1,1,3,3,3,27,55.97,52,56,339,339,339,1655,1660.09,1595,1674,2607.51,2516,2612,5464,1490.41,1433,1500,2309.35,2252,2311,4816,122.85,117,125,144.83,142,145,370
G3400010011803,2010,New Jersey,34,Atlantic County,001,011803,3922.75,3854,4081,4673.35,4641,4863,4688,3483.33,3419,3627,3828.08,3807,3988,3589,265.82,264,277,448.06,445,463,428,3,3,3,8,8,8,12,105.6,103,109,186.58,181,197,253,0,0,0,0,0,0,1,65,65,65,110.25,108,114,260,NA,92.37,92,93,145,3408.33,3344,3551,3709.2,3690,3866,3381,263.82,262,275,461.69,459,476,434,3,3,3,5,5,5,4,105.6,103,109,192.58,187,203,261,0,0,0,0,0,0,1,142,142,143,304.87,300,313,607,1963.85,1942,2014,2160.24,2148,2251,2183,1138.4,1119,1181,1381.67,1373,1436,1483,529.38,528,535,653.93,653,661,547
G3400010011804,2010,New Jersey,34,Atlantic County,001,011804,5858,5858,5858,6132,6132,6132,7189,5549,5549,5549,5642,5642,5642,6223,167,167,167,230,230,230,383,10,10,10,16,16,16,18,74,74,74,74,74,74,250,3,3,3,4,4,4,1,55,55,55,117,117,117,125,NA,49,49,49,189,5460,5460,5460,5520,5520,5520,6067,166,166,166,235,235,235,395,10,10,10,15,15,15,9,74,74,74,81,81,81,243,2,2,2,4,4,4,4,146,146,146,277,277,277,471,2017,2017,2017,2219,2219,2219,2728,1768,1768,1768,1960,1960,1960,2408,101,101,101,101,101,101,139
G3400010011805,2010,New Jersey,34,Atlantic County,001,011805,1694,1694,1694,2257,2257,2257,2283,1612,1612,1612,2124,2124,2124,2089,54,54,54,71,71,71,79,4,4,4,7,7,7,7,21,21,21,13,13,13,42,0,0,0,0,0,0,0,3,3,3,18,18,18,20,NA,24,24,24,46,1605,1605,1605,2122,2122,2122,2038,54,54,54,75,75,75,95,4,4,4,7,7,7,4,21,21,21,13,13,13,45,0,0,0,0,0,0,0,10,10,10,40,40,40,101,664,664,664,820,820,820,880,551,551,551,703,703,703,752,45,45,45,51,51,51,56
G3400010011900,2010,New Jersey,34,Atlantic County,001,011900,6450.47,5545,6506,7622.06,6919,7658,8031,2137.04,1768,2170,1656.17,1498,1675,1858,3757.21,3331,3776,4686.47,4249,4703,3968,29.58,28,33,15.97,10,16,68,147.78,81,148,163.85,137,164,194,0,0,0,2,2,2,2,378.86,337,379,760.74,713,761,1559,NA,336.85,310,337,382,1986.17,1658,2017,1221.47,1118,1240,897,3648.24,3231,3667,4704.5,4273,4721,3814,29.58,28,33,7.99,7,8,17,141.79,78,142,175.85,149,176,204,1,0,1,18.98,16,19,35,643.69,550,646,1493.25,1356,1494,3064,2722.71,2301,2743,2884.08,2615,2900,2993,1119.64,1112,1131,1217.47,1206,1226,1257,1373.13,976,1382,1435.73,1200,1442,1511
G3400010012000,2010,New Jersey,34,Atlantic County,001,012000,3330,3330,3330,4149,4149,4149,4519,1811,1811,1811,1474,1474,1474,1515,1253,1253,1253,1961,1961,1961,1726,4,4,4,17,17,17,42,92,92,92,151,151,151,206,2,2,2,2,2,2,2,168,168,168,389,389,389,811,NA,155,155,155,217,1744,1744,1744,1223,1223,1223,876,1219,1219,1219,1937,1937,1937,1623,3,3,3,7,7,7,20,93,93,93,151,151,151,209,6,6,6,11,11,11,25,265,265,265,820,820,820,1766,1665,1665,1665,1691,1691,1691,1764,845,845,845,981,981,981,956,521,521,521,558,558,558,686
G3400010012100,2010,New Jersey,34,Atlantic County,001,012100,2487,2487,2487,2913,2913,2913,3138,1363,1363,1363,1079,1079,1079,976,850,850,850,1299,1299,1299,1045,9,9,9,5,5,5,29,51,51,51,44,44,44,99,0,0,0,0,0,0,1,214,214,214,377,377,377,849,NA,109,109,109,139,1278,1278,1278,830,830,830,520,816,816,816,1273,1273,1273,1029,7,7,7,3,3,3,4,51,51,51,44,44,44,102,0,0,0,2,2,2,5,335,335,335,761,761,761,1478,1027,1027,1027,1028,1028,1028,1010,527,527,527,522,522,522,492,317,317,317,383,383,383,420
G3400010012200,2010,New Jersey,34,Atlantic County,001,012200,4207.24,4200,4209,4807.57,4795,4811,5161,898,898,898,854,854,854,898,2993.24,2986,2995,3082.65,3073,3085,2653,16,16,16,16,16,16,32,35,35,35,69.92,67,71,86,1,1,1,1,1,1,3,264,264,264,593,593,593,1294,NA,191,191,191,195,805,805,805,509,509,509,376,2887.24,2880,2889,3069.65,3060,3072,2542,15,15,15,7,7,7,7,36,36,36,72.92,70,74,86,8,8,8,10,10,10,9,456,456,456,1139,1139,1139,2141,1558.41,1556,1559,1653.14,1650,1654,1737,920.8,920,921,1030.73,1030,1031,996,446.61,445,447,458.41,456,459,580
G3400010012302,2010,New Jersey,34,Atlantic County,001,012302,2441.18,2344,2526,2663.03,2511,2712,3437,2321.31,2229,2401,2401.57,2270,2434,2962,39,39,39,61.55,57,64,95,6,6,6,4,4,4,6,55.87,51,61,86.54,75,98,187,0,0,0,0,0,0,1,19,19,19,75.75,72,78,127,NA,33.63,33,34,59,2298.31,2206,2378,2350.44,2222,2381,2811,38,38,38,62.92,59,65,96,6,6,6,1,1,1,4,55.87,51,61,86.54,75,98,184,0,0,0,0,0,0,9,43,43,43,162.13,154,167,333,903.3,871,933,982.74,935,999,1237,824.35,795,851,899.45,856,913,1101,52.5,51,54,63.92,60,66,94
G3400010012401,2010,New Jersey,34,Atlantic County,001,012401,2757.98,2739,2769,2922.41,2899,2936,3014,2616.45,2600,2626,2658.55,2644,2667,2582,78,78,78,125.9,124,127,141,8,8,8,4,4,4,9,47.53,45,49,51.96,45,56,112,0,0,0,0,0,0,0,8,8,8,24,24,24,84,NA,58,58,58,86,2594.45,2578,2604,2621.55,2607,2630,2494,78,78,78,137.9,136,139,142,8,8,8,2,2,2,5,47.53,45,49,55.96,49,60,111,0,0,0,0,0,0,11,30,30,30,105,105,105,251,1088.86,1080,1094,1104.86,1096,1110,1153,860.59,853,865,943.33,937,947,964,117.63,117,118,104.9,103,106,146
G3400010012402,2010,New Jersey,34,Atlantic County,001,012402,2034.23,2016,2040,2108.1,2086,2114,2173,1963.23,1945,1969,1986.1,1964,1992,1971,15,15,15,17,17,17,43,1,1,1,0,0,0,1,48,48,48,50,50,50,89,0,0,0,6,6,6,0,7,7,7,38,38,38,38,NA,11,11,11,31,1955.23,1937,1961,1981.1,1959,1987,1934,15,15,15,10,10,10,41,1,1,1,0,0,0,1,48,48,48,51,51,51,90,1,1,1,0,0,0,1,14,14,14,66,66,66,106,810.59,803,813,824.89,817,827,870,728.83,722,731,754.89,747,757,779,42.76,42,43,48,48,48,68
G3400010012501,2010,New Jersey,34,Atlantic County,001,012501,1986.89,1973,1987,2418.91,2408,2419,2461,1933.89,1920,1934,2285.91,2275,2286,2262,24,24,24,50,50,50,40,6,6,6,2,2,2,5,18,18,18,51,51,51,97,0,0,0,0,0,0,0,5,5,5,7,7,7,16,NA,23,23,23,41,1900.89,1887,1901,2263.91,2253,2264,2234,24,24,24,52,52,52,43,6,6,6,2,2,2,6,18,18,18,48,48,48,99,0,0,0,0,0,0,11,38,38,38,53,53,53,68,779.95,774,780,993.95,988,994,1048,641.95,636,642,792.96,788,793,811,66,66,66,158.99,158,159,173
G3400010012502,2010,New Jersey,34,Atlantic County,001,012502,1693,1628,1693,1631,1576,1631,1621,1658,1594,1658,1567,1512,1567,1501,6,6,6,14,14,14,10,0,0,0,5,5,5,0,22,21,22,30,30,30,71,4,4,4,0,0,0,0,3,3,3,0,0,0,15,NA,15,15,15,24,1644,1580,1644,1559,1504,1559,1471,5,5,5,12,12,12,6,0,0,0,5,5,5,0,20,19,20,30,30,30,71,0,0,0,0,0,0,3,24,24,24,25,25,25,70,594,572,594,630,609,630,647,521,499,521,583,563,583,564,45,45,45,28,27,28,56
G3400010012602,2010,New Jersey,34,Atlantic County,001,012602,1683.08,1683,1998,1575.07,1575,1780,1418,1607.08,1607,1919,1501.07,1501,1704,1326,15,15,16,7,7,7,7,3,3,3,1,1,1,0,57,57,58,51,51,51,60,0,0,0,0,0,0,0,1,1,2,2,2,2,5,NA,13,13,15,20,1588.08,1588,1899,1492.07,1492,1692,1315,15,15,16,7,7,7,10,3,3,3,1,1,1,0,57,57,58,51,51,51,60,1,1,1,0,0,0,0,19,19,21,24,24,29,33,567.03,567,681,565.03,565,644,536,499.03,499,606,489.02,489,562,470,47,47,50,51,51,55,41
G3400010012701,2010,New Jersey,34,Atlantic County,001,012701,3557,3557,3557,3692,3692,3692,3408,3285,3285,3285,3261,3261,3261,2756,132,132,132,138,138,138,256,1,1,1,5,5,5,7,105,105,105,179,179,179,145,0,0,0,2,2,2,0,34,34,34,39,39,39,104,NA,68,68,68,140,3236,3236,3236,3197,3197,3197,2658,123,123,123,154,154,154,303,0,0,0,5,5,5,7,97,97,97,181,181,181,142,1,1,1,0,0,0,1,100,100,100,155,155,155,297,1561,1561,1561,1562,1562,1562,1533,873,873,873,941,941,941,856,536,536,536,545,545,545,512
G3400010012702,2010,New Jersey,34,Atlantic County,001,012702,1816.7,1779,1817,1820.61,1260,1825,1786,1726.71,1690,1727,1583.07,1209,1586,1357,46,46,46,159.89,18,161,255,7.99,7,8,8.98,6,9,8,28,28,28,15.99,15,16,18,0,0,0,0,0,0,0,8,8,8,25.84,5,26,65,NA,26.84,7,27,83,1703.72,1668,1704,1522.46,1198,1525,1293,44,44,44,159.9,19,161,278,7.99,7,8,3.99,3,4,5,27,27,27,16,16,16,21,3,3,3,2.98,0,3,0,30.99,30,31,115.28,24,116,189,807.86,790,808,815.02,562,817,891,462.95,456,463,462.92,453,463,443,292.93,284,293,301.14,64,303,315
G3400010012801,2010,New Jersey,34,Atlantic County,001,012801,4001,4001,4001,4413,4413,4413,3892,3673,3673,3673,3505,3505,3505,2805,229,229,229,490,490,490,615,5,5,5,14,14,14,6,54,54,54,149,149,149,136,1,1,1,2,2,2,4,39,39,39,175,175,175,253,NA,78,78,78,73,3549,3549,3549,3352,3352,3352,2649,221,221,221,510,510,510,620,5,5,5,13,13,13,6,51,51,51,158,158,158,142,8,8,8,1,1,1,8,167,167,167,379,379,379,467,2091,2091,2091,2131,2131,2131,2002,771,771,771,896,896,896,787,1008,1008,1008,1036,1036,1036,944
G3400010012802,2010,New Jersey,34,Atlantic County,001,012802,1841.3,1841,1879,1688.39,1684,2249,1709,1756.29,1756,1793,1598.93,1596,1973,1583,50,50,50,26.11,25,168,27,3.01,3,4,1.02,1,4,6,27,27,27,24.01,24,25,33,0,0,0,0,0,0,2,5,5,5,21.16,21,42,28,NA,17.16,17,37,30,1748.28,1748,1784,1585.54,1583,1910,1561,48,48,48,31.1,30,172,39,3.01,3,4,1.01,1,2,5,26,26,26,24,24,24,33,1,1,1,0.02,0,3,0,15.01,15,16,46.72,46,138,71,989.14,989,1007,893.98,892,1147,1130,506.05,506,513,524.08,524,534,541,273.07,273,282,213.86,212,451,257
G3400010013000,2010,New Jersey,34,Atlantic County,001,013000,4479.81,4437,4480,4399.88,4374,4400,3616,4443.81,4401,4444,4281.88,4256,4282,3496,5,5,5,11,11,11,21,0,0,0,0,0,0,2,25,25,25,55,55,55,40,2,2,2,2,2,2,1,4,4,4,25,25,25,21,NA,25,25,25,35,4409.82,4370,4410,4245.88,4220,4246,3457,5,5,5,15,15,15,21,0,0,0,0,0,0,2,27,27,27,59,59,59,41,1,1,1,6,6,6,5,36.99,34,37,74,74,74,90,2879.89,2856,2880,3017.9,2996,3018,3064,1707.93,1692,1708,1713.95,1703,1714,1413,209.99,208,210,315.98,312,316,273
G3400010013101,2010,New Jersey,34,Atlantic County,001,013101,1839.19,1685,1894,1559.12,1559,1585,1192,1808.26,1655,1863,1514.12,1514,1540,1173,8,8,8,11,11,11,7,2,2,2,0,0,0,2,14.93,14,15,25,25,25,6,1,1,1,2,2,2,0,5,5,5,1,1,1,1,NA,6,6,6,3,1795.25,1642,1847,1508.12,1508,1534,1164,8,8,8,9,9,9,8,2,2,2,0,0,0,2,15.93,15,16,27,27,27,7,2,2,2,0,0,0,1,16.01,16,19,15,15,15,10,1153.84,1022,1188,1167.1,1167,1189,1182,743.87,677,765,655.05,655,666,518,41.01,41,43,52.02,52,56,50
G3400010013102,2010,New Jersey,34,Atlantic County,001,013102,2112,2100,2266,2234,2234,2234,1546,2032.93,2021,2186,2047,2047,2047,1454,27,27,27,49,49,49,17,7,7,7,2,2,2,2,17.07,17,18,48,48,48,16,3,3,3,2,2,2,0,25,25,25,49,49,49,24,NA,37,37,37,33,1995.93,1984,2149,1990,1990,1990,1431,26,26,26,53,53,53,23,7,7,7,2,2,2,0,18.07,18,19,56,56,56,15,0,0,0,0,0,0,2,65,65,65,133,133,133,75,2692.27,2682,2824,2821,2821,2821,2868,543.2,538,610,590,590,590,501,590,590,590,657,657,657,401
G3400010013201,2010,New Jersey,34,Atlantic County,001,013201,2133.83,2070,2255,3209.23,3058,3224,2642,1944.87,1886,2062,1896.56,1756,1911,1518,50,50,51,142,142,142,158,9,9,9,7,7,7,20,61.98,58,65,482.67,472,483,430,1,1,1,1,1,1,5,66.98,66,67,576,576,576,405,NA,104,104,104,106,1783.99,1731,1899,1639.56,1499,1654,1228,37,37,38,118,118,118,143,6,6,6,9,9,9,10,60.98,57,63,477.67,467,478,451,1,1,1,18,18,18,0,244.86,238,248,947,947,947,810,1702.34,1642,1873,2175.19,2071,2188,2109,455.51,432,510,628.7,571,635,510,523.98,523,532,626.96,625,627,511
G3400010013202,2010,New Jersey,34,Atlantic County,001,013202,2449.17,2438,2623,2781.77,2767,2933,2607,2331.14,2320,2496,2232.44,2218,2373,2085,38,38,39,81,81,81,98,8,8,8,9,9,9,8,28.02,28,35,165.33,165,176,182,0,0,0,2,2,2,0,44.02,44,45,190,190,190,177,NA,102,102,102,57,2292.02,2281,2449,2154.44,2140,2295,1904,32,32,33,86,86,86,98,5,5,5,2,2,2,4,27.02,27,33,177.33,177,188,185,2,2,2,7,7,7,7,91.14,91,101,355,355,355,409,1342.66,1321,1552,1472.81,1460,1577,1464,682.5,678,756,764.3,758,822,732,313.02,313,322,405.04,405,407,370
G3400010013301,2010,New Jersey,34,Atlantic County,001,013301,3208.23,3208,3267,3448.23,3448,3508,2674,3127.23,3127,3185,2963.23,2963,3021,2298,14,14,15,75,75,76,88,1,1,1,5,5,5,9,36,36,36,140,140,140,106,0,0,0,1,1,1,0,30,30,30,192,192,192,136,NA,72,72,73,37,3057.23,3057,3115,2827.21,2827,2882,2119,13,13,14,69.01,69,71,85,1,1,1,2,2,2,6,36,36,36,150,150,150,114,0,0,0,10,10,10,6,101,101,101,390.01,390,393,344,2232.16,2232,2272,2328.14,2328,2365,2264,872.04,872,883,965.06,965,981,739,585.06,585,600,626.05,626,639,541
G3400010013302,2010,New Jersey,34,Atlantic County,001,013302,3213.77,3045,3214,3470.77,3411,3471,2727,3064.77,2901,3065,2860.77,2803,2861,2175,51,49,51,81,80,81,109,3,3,3,3,3,3,13,36,33,36,174,174,174,206,0,0,0,0,0,0,0,59,59,59,252,252,252,142,NA,100,99,100,82,2986.77,2825,2987,2675.79,2621,2676,2030,50,48,50,88.99,87,89,129,1,1,1,2,2,2,2,33,31,33,182,182,182,207,0,0,0,1,1,1,0,143,140,143,520.99,518,521,359,1978.84,1790,1979,2032.86,1996,2033,1992,874.95,814,875,971.94,956,972,772,475.94,453,476,491.95,479,492,417
G3400010013500,2010,New Jersey,34,Atlantic County,001,013500,2881.81,2626,2914,2807.92,2652,2841,2678,2834.81,2581,2867,2714.92,2561,2748,2590,10,9,10,8,8,8,15,4,4,4,0,0,0,1,24,24,24,54,54,54,46,0,0,0,0,0,0,0,9,8,9,7,7,7,3,NA,24,22,24,23,2822.81,2570,2855,2704.92,2554,2738,2554,10,9,10,15,15,15,20,4,4,4,0,0,0,0,24,24,24,53,53,53,46,4,4,4,0,0,0,2,17,15,17,35,30,35,56,2199.43,2105,2213,2335.13,2275,2349,2441,1050.19,963,1063,1049.12,994,1062,983,143.24,140,144,144.01,141,145,121
G3400010983400,2010,New Jersey,34,Atlantic County,001,983400,1931,1931,1931,2030,2030,2030,2417,1629,1629,1629,1638,1638,1638,1965,282,282,282,227,227,227,231,3,3,3,7,7,7,4,7,7,7,69,69,69,66,0,0,0,0,0,0,1,10,10,10,60,60,60,68,NA,29,29,29,82,1593,1593,1593,1611,1611,1611,1892,276,276,276,232,232,232,251,3,3,3,7,7,7,4,6,6,6,70,70,70,65,0,0,0,0,0,0,8,53,53,53,110,110,110,197,18,18,18,22,22,22,18,14,14,14,20,20,20,12,3,3,3,1,1,1,6
G3400010990000,2010,New Jersey,34,Atlantic County,001,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3400030001000,2010,New Jersey,34,Bergen County,003,001000,5878.47,5036,6093,6689.36,5774,6977,6505,5607.61,4802,5799,6184.84,5338,6437,5686,25.94,21,28,27.09,27,33,33,8,8,8,3.98,3,4,3,222.93,192,244,407.44,348,436,627,0,0,0,0,0,0,0,13.99,13,14,31.05,26,32,54,NA,34.95,32,35,102,5515.88,4729,5706,6064.83,5225,6314,5527,25.92,21,27,28.09,28,34,37,7,7,7,3.98,3,4,0,221.94,192,243,411.44,352,440,625,1,1,1,11,11,11,12,106.72,86,109,170.02,155,174,304,1908.54,1634,1972,2140.17,1848,2245,2388,1651,1400,1709,1907.21,1637,2001,1920,201.63,185,206,199.91,186,204,316
G3400030002100,2010,New Jersey,34,Bergen County,003,002100,1725.63,1356,3040,2183,2183,2183,1849,1504.69,1207,2521,1689,1689,1689,1260,18.34,13,34,33,33,33,44,2,2,5,5,5,5,1,197.61,133,476,417,417,417,482,0,0,0,1,1,1,0,2.98,1,4,7,7,7,24,NA,31,31,31,38,1462.72,1169,2473,1669,1669,1669,1231,15.36,11,31,37,37,37,44,2,2,5,5,5,5,1,196.52,132,469,417,417,417,483,0,0,0,0,0,0,1,49.04,42,62,55,55,55,89,586.28,480,1031,730,730,730,670,490.6,397,893,633,633,633,534,47.56,41,75,75,75,75,77
G3400030002200,2010,New Jersey,34,Bergen County,003,002200,4833,4833,4833,4851,4851,4851,5171,4295,4295,4295,4049,4049,4049,3843,24,24,24,47,47,47,60,0,0,0,4,4,4,10,483,483,483,642,642,642,1122,0,0,0,0,0,0,1,31,31,31,56,56,56,54,NA,53,53,53,81,4095,4095,4095,3922,3922,3922,3571,16,16,16,50,50,50,68,0,0,0,1,1,1,4,468,468,468,641,641,641,1125,1,1,1,7,7,7,5,253,253,253,230,230,230,398,1624,1624,1624,1676,1676,1676,1721,1288,1288,1288,1346,1346,1346,1329,283,283,283,303,303,303,310
G3400030002300,2010,New Jersey,34,Bergen County,003,002300,4854.33,4703,4858,5751,5751,5751,5711,4054.33,3927,4057,4478,4478,4478,3955,54.96,54,55,48,48,48,78,2,2,2,1,1,1,0,723.04,700,724,1092,1092,1092,1552,1,1,1,0,0,0,1,19,19,19,54,54,54,59,NA,78,78,78,66,3953.33,3826,3956,4393,4393,4393,3799,45.96,45,46,70,70,70,79,2,2,2,0,0,0,0,715.04,692,716,1100,1100,1100,1559,3,3,3,16,16,16,14,135,135,135,172,172,172,260,1606.82,1563,1608,1888,1888,1888,2007,1259.08,1221,1260,1582,1582,1582,1610,277.78,273,278,275,275,275,317
G3400030003100,2010,New Jersey,34,Bergen County,003,003100,4795,4795,4795,5057,5057,5057,5043,4209,4209,4209,3329,3329,3329,2610,108,108,108,232,232,232,354,3,3,3,11,11,11,16,389,389,389,1030,1030,1030,1370,0,0,0,0,0,0,11,86,86,86,291,291,291,494,NA,164,164,164,188,3912,3912,3912,2922,2922,2922,2021,99,99,99,257,257,257,330,3,3,3,4,4,4,11,369,369,369,1046,1046,1046,1379,0,0,0,12,12,12,13,412,412,412,816,816,816,1289,1732,1732,1732,1771,1771,1771,1775,1373,1373,1373,1421,1421,1421,1418,300,300,300,307,307,307,299
G3400030003200,2010,New Jersey,34,Bergen County,003,003200,4035,4035,4035,4484,4484,4484,4604,3458,3458,3458,2896,2896,2896,2204,184,184,184,267,267,267,294,11,11,11,9,9,9,19,258,258,258,777,777,777,1465,0,0,0,3,3,3,0,124,124,124,380,380,380,445,NA,152,152,152,177,3178,3178,3178,2418,2418,2418,1423,166,166,166,291,291,291,275,10,10,10,6,6,6,6,245,245,245,777,777,777,1471,27,27,27,17,17,17,12,409,409,409,975,975,975,1417,1718,1718,1718,1731,1731,1731,1795,784,784,784,787,787,787,781,859,859,859,914,914,914,939
G3400030003300,2010,New Jersey,34,Bergen County,003,003300,6165.81,6103,6432,6683.88,6635,6940,6616,5402.98,5356,5643,4310.28,4275,4495,3289,123.09,123,125,374.32,374,381,502,0,0,0,9.05,9,10,11,530.73,515,555,1371.18,1358,1433,1798,1,1,1,0,0,0,0,108,108,108,406,406,406,743,NA,213.05,213,215,273,5064.01,5031,5281,3848.85,3823,4026,2508,98.09,98,100,376.27,376,382,467,0,0,0,9.05,9,10,5,502.73,487,527,1401.18,1388,1463,1820,15,15,15,15,15,15,13,485.98,472,509,1033.53,1024,1044,1803,2178.46,2161,2316,2207.03,2190,2345,2195,1797.95,1787,1839,1830.5,1819,1871,1742,339.51,333,436,335.44,330,431,369
G3400030003401,2010,New Jersey,34,Bergen County,003,003401,2482,2482,2482,2536,2536,2536,2766,2224,2224,2224,1831,1831,1831,1892,33,33,33,94,94,94,175,1,1,1,1,1,1,5,187,187,187,417,417,417,431,1,1,1,0,0,0,2,36,36,36,130,130,130,179,NA,63,63,63,82,2115,2115,2115,1675,1675,1675,1678,32,32,32,104,104,104,149,1,1,1,1,1,1,2,179,179,179,423,423,423,430,0,0,0,16,16,16,2,155,155,155,317,317,317,505,844,844,844,852,852,852,856,754,754,754,779,779,779,751,75,75,75,61,61,61,71
G3400030003402,2010,New Jersey,34,Bergen County,003,003402,3169,3169,3169,3393,3393,3393,3686,2632,2632,2632,2128,2128,2128,2309,90,90,90,241,241,241,269,8,8,8,13,13,13,20,386,386,386,791,791,791,817,2,2,2,1,1,1,0,51,51,51,163,163,163,166,NA,56,56,56,105,2425,2425,2425,1955,1955,1955,2035,85,85,85,234,234,234,246,8,8,8,7,7,7,9,370,370,370,794,794,794,836,2,2,2,14,14,14,11,279,279,279,389,389,389,549,1067,1067,1067,1087,1087,1087,1072,930,930,930,960,960,960,933,121,121,121,114,114,114,108
G3400030003500,2010,New Jersey,34,Bergen County,003,003500,3820,3820,3820,4101,4101,4101,4049,2608,2608,2608,2021,2021,2021,1725,488,488,488,604,604,604,466,13,13,13,20,20,20,13,470,470,470,973,973,973,970,0,0,0,0,0,0,0,241,241,241,328,328,328,682,NA,155,155,155,193,2352,2352,2352,1543,1543,1543,1072,478,478,478,580,580,580,435,11,11,11,12,12,12,6,456,456,456,992,992,992,994,11,11,11,31,31,31,8,512,512,512,943,943,943,1534,1501,1501,1501,1504,1504,1504,1507,616,616,616,611,611,611,596,855,855,855,866,866,866,845
G3400030004001,2010,New Jersey,34,Bergen County,003,004001,3137,3037,3137,3252,3252,3252,3215,2774,2707,2774,2441,2441,2441,1959,76,62,76,178,178,178,336,12,12,12,7,7,7,11,156,152,156,245,245,245,292,3,3,3,4,4,4,4,116,101,116,228,228,228,497,NA,149,149,149,116,2553,2494,2553,2104,2104,2104,1411,65,51,65,185,185,185,270,12,12,12,3,3,3,4,142,138,142,259,259,259,308,2,2,2,7,7,7,19,363,340,363,694,694,694,1203,1093,1061,1093,1116,1116,1116,1117,717,713,717,743,743,743,729,346,320,346,354,354,354,342
G3400030004002,2010,New Jersey,34,Bergen County,003,004002,4687,4687,4787,4997,4997,4997,4972,4198,4198,4265,3805,3805,3805,3035,133,133,147,295,295,295,435,18,18,18,5,5,5,53,226,226,230,394,394,394,511,0,0,0,1,1,1,3,112,112,127,330,330,330,715,NA,167,167,167,220,3895,3895,3954,3210,3210,3210,2047,124,124,138,286,286,286,373,17,17,17,3,3,3,26,222,222,226,404,404,404,525,3,3,3,29,29,29,35,426,426,449,1065,1065,1065,1966,1751,1751,1783,1799,1799,1799,1771,1129,1129,1133,1173,1173,1173,1148,585,585,611,604,604,604,554
